"CIDADE","UF"
"SAO JOSE DA LAPA","MINAS GERAIS"
"SAO JOSE DA SAFIRA","MINAS GERAIS"
"SAO JOSE DAS MISSOES","RIO GRANDE DO SUL"
"SAO JOSE DAS PALMEIRAS","PARANA"
"SAO JOSE DA TAPERA","ALAGOAS"
"SAO JOSE DA VARGINHA","MINAS GERAIS"
"SAO JOSE DA VITORIA","BAHIA"
"SAO JOSE DE CAIANA","PARAIBA"
"SAO JOSE DE ESPINHARAS","PARAIBA"
"SAO JOSE DE MIPIBU","RIO GRANDE DO NORTE"
"SAO JOSE DE PIRANHAS","PARAIBA"
"SAO JOSE DE PRINCESA","PARAIBA"
"SAO JOSE DE RIBAMAR","MARANHAO"
"SAO JOSE DE UBA","RIO DE JANEIRO"
"SAO JOSE DO ALEGRE","MINAS GERAIS"
"SAO JOSE DO BARREIRO","SAO PAULO"
"SAO JOSE DO BELMONTE","PERNAMBUCO"
"SAO JOSE DO BONFIM","PARAIBA"
"SAO JOSE DO BREJO DO CRUZ","PARAIBA"
"SAO JOSE DO CALCADO","ESPIRITO SANTO"
"SAO JOSE DO CAMPESTRE","RIO GRANDE DO NORTE"
"SAO JOSE DO CEDRO","SANTA CATARINA"
"SAO JOSE DO CERRITO","SANTA CATARINA"
"SAO JOSE DO DIVINO","MINAS GERAIS"
"SAO JOSE DO DIVINO","PIAUI"
"SAO JOSE DO EGITO","PERNAMBUCO"
"SAO JOSE DO GOIABAL","MINAS GERAIS"
"SAO JOSE DO HERVAL","RIO GRANDE DO SUL"
"SAO JOSE DO HORTENCIO","RIO GRANDE DO SUL"
"SAO JOSE DO INHACORA","RIO GRANDE DO SUL"
"SAO JOSE DO JACUIPE","BAHIA"
"SAO JOSE DO JACURI","MINAS GERAIS"
"SAO JOSE DO MANTIMENTO","MINAS GERAIS"
"SAO JOSE DO NORTE","RIO GRANDE DO SUL"
"SAO JOSE DO OURO","RIO GRANDE DO SUL"
"SAO JOSE DO PEIXE","PIAUI"
"SAO JOSE DO PIAUI","PIAUI"
"SAO JOSE DO POVO","MATO GROSSO"
"SAO JOSE DO RIO CLARO","MATO GROSSO"
"SAO JOSE DO RIO PARDO","SAO PAULO"
"SAO JOSE DO RIO PRETO","SAO PAULO"
"SAO JOSE DO SABUGI","PARAIBA"
"SAO JOSE DOS AUSENTES","RIO GRANDE DO SUL"
"SAO JOSE DOS BASILIOS","MARANHAO"
"SAO JOSE DOS CAMPOS","SAO PAULO"
"SAO JOSE DOS CORDEIROS","PARAIBA"
"SAO JOSE DO SERIDO","RIO GRANDE DO NORTE"
"SAO JOSE DOS PINHAIS","PARANA"
"SAO JOSE DOS QUATRO MARCOS","MATO GROSSO"
"SAO JOSE DOS RAMOS","PARAIBA"
"SAO JOSE DO SUL","RIO GRANDE DO SUL"
"SAO JOSE DO VALE DO RIO PRETO","RIO DE JANEIRO"
"SAO JOSE DO XINGU","MATO GROSSO"
"SAO JOSE","SANTA CATARINA"
"SAO JULIAO","PIAUI"
"SAO LEOPOLDO","RIO GRANDE DO SUL"
"SAO LOURENCO DA MATA","PERNAMBUCO"
"SAO LOURENCO DA SERRA","SAO PAULO"
"SAO LOURENCO DO OESTE","SANTA CATARINA"
"SAO LOURENCO DO PIAUI","PIAUI"
"SAO LOURENCO DO SUL","RIO GRANDE DO SUL"
"SAO LOURENCO","MINAS GERAIS"
"SAO LUDGERO","SANTA CATARINA"
"SAO LUIS DE MONTES BELOS","GOIAS"
"SAO LUIS DO CURU","CEARA"
"SAO LUIS DO PARAITINGA","SAO PAULO"
"SAO LUIS DO PIAUI","PIAUI"
"SAO LUIS DO QUITUNDE","ALAGOAS"
"SAO LUIS GONZAGA DO MARANHAO","MARANHAO"
"SAO LUIS","MARANHAO"
"SAO LUIZ DO NORTE","GOIAS"
"SAO LUIZ GONZAGA","RIO GRANDE DO SUL"
"SAO LUIZ","RORAIMA"
"SAO MAMEDE","PARAIBA"
"SAO MANOEL DO PARANA","PARANA"
"SAO MANUEL","SAO PAULO"
"SAO MARCOS","RIO GRANDE DO SUL"
"SAO MARTINHO DA SERRA","RIO GRANDE DO SUL"
"SAO MARTINHO","RIO GRANDE DO SUL"
"SAO MARTINHO","SANTA CATARINA"
"SAO MATEUS DO MARANHAO","MARANHAO"
"SAO MATEUS DO SUL","PARANA"
"SAO MATEUS","ESPIRITO SANTO"
"SAO MIGUEL ARCANJO","SAO PAULO"
"SAO MIGUEL DA BAIXA GRANDE","PIAUI"
"SAO MIGUEL DA BOA VISTA","SANTA CATARINA"
"SAO MIGUEL DAS MATAS","BAHIA"
"SAO MIGUEL DAS MISSOES","RIO GRANDE DO SUL"
"SAO MIGUEL DE TAIPU","PARAIBA"
"SAO MIGUEL DO ALEIXO","SERGIPE"
"SAO MIGUEL DO ANTA","MINAS GERAIS"
"SAO MIGUEL DO ARAGUAIA","GOIAS"
"SAO MIGUEL DO FIDALGO","PIAUI"
"SAO MIGUEL DO GOSTOSO","RIO GRANDE DO NORTE"
"SAO MIGUEL DO GUAMA","PARA"
"SAO MIGUEL DO GUAPORE","RONDONIA"
"SAO MIGUEL DO IGUACU","PARANA"
"SAO MIGUEL DO OESTE","SANTA CATARINA"
"SAO MIGUEL DO PASSA QUATRO","GOIAS"
"SAO MIGUEL DOS CAMPOS","ALAGOAS"
"SAO MIGUEL DOS MILAGRES","ALAGOAS"
"SAO MIGUEL DO TAPUIO","PIAUI"
"SAO MIGUEL DO TOCANTINS","TOCANTINS"
"SAO MIGUEL","RIO GRANDE DO NORTE"
"SAO NICOLAU","RIO GRANDE DO SUL"
"SAO PATRICIO","GOIAS"
"SAO PAULO DAS MISSOES","RIO GRANDE DO SUL"
"SAO PAULO DE OLIVENCA","AMAZONAS"
"SAO PAULO DO POTENGI","RIO GRANDE DO NORTE"
"SAO PAULO","SAO PAULO"
"SAO PEDRO DA AGUA BRANCA","MARANHAO"
"SAO PEDRO DA ALDEIA","RIO DE JANEIRO"
"SAO PEDRO DA CIPA","MATO GROSSO"
"SAO PEDRO DA SERRA","RIO GRANDE DO SUL"
"SAO PEDRO DAS MISSOES","RIO GRANDE DO SUL"
"SAO PEDRO DA UNIAO","MINAS GERAIS"
"SAO PEDRO DE ALCANTARA","SANTA CATARINA"
"SAO PEDRO DO BUTIA","RIO GRANDE DO SUL"
"SAO PEDRO DO IGUACU","PARANA"
"SAO PEDRO DO IVAI","PARANA"
"SAO PEDRO DO PARANA","PARANA"
"SAO PEDRO DO PIAUI","PIAUI"
"SAO PEDRO DOS CRENTES","MARANHAO"
"SAO PEDRO DOS FERROS","MINAS GERAIS"
"SAO PEDRO DO SUACUI","MINAS GERAIS"
"SAO PEDRO DO SUL","RIO GRANDE DO SUL"
"SAO PEDRO DO TURVO","SAO PAULO"
"SAO PEDRO","RIO GRANDE DO NORTE"
"SAO PEDRO","SAO PAULO"
"SAO RAFAEL","RIO GRANDE DO NORTE"
"SAO RAIMUNDO DAS MANGABEIRAS","MARANHAO"
"SAO RAIMUNDO DO DOCA BEZERRA","MARANHAO"
"SAO RAIMUNDO NONATO","PIAUI"
"SAO ROBERTO","MARANHAO"
"SAO ROMAO","MINAS GERAIS"
"SAO ROQUE DE MINAS","MINAS GERAIS"
"SAO ROQUE DO CANAA","ESPIRITO SANTO"
"SAO ROQUE","SAO PAULO"
"SAO SALVADOR DO TOCANTINS","TOCANTINS"
"SAO SEBASTIAO DA AMOREIRA","PARANA"
"SAO SEBASTIAO DA BELA VISTA","MINAS GERAIS"
"SAO SEBASTIAO DA BOA VISTA","PARA"
"SAO SEBASTIAO DA GRAMA","SAO PAULO"
"SAO SEBASTIAO DA VARGEM ALEGRE","MINAS GERAIS"
"SAO SEBASTIAO DE LAGOA DE ROCA","PARAIBA"
"SAO SEBASTIAO DO ALTO","RIO DE JANEIRO"
"SAO SEBASTIAO DO ANTA","MINAS GERAIS"
"SAO SEBASTIAO DO CAI","RIO GRANDE DO SUL"
"SAO SEBASTIAO DO MARANHAO","MINAS GERAIS"
"SAO SEBASTIAO DO OESTE","MINAS GERAIS"
"SAO SEBASTIAO DO PARAISO","MINAS GERAIS"
"SAO SEBASTIAO DO PASSE","BAHIA"
"SAO SEBASTIAO DO RIO PRETO","MINAS GERAIS"
"SAO SEBASTIAO DO RIO VERDE","MINAS GERAIS"
"SAO SEBASTIAO DO TOCANTINS","TOCANTINS"
"SAO SEBASTIAO DO UATUMA","AMAZONAS"
"SAO SEBASTIAO DO UMBUZEIRO","PARAIBA"
"SAO SEBASTIAO","ALAGOAS"
"SAO SEBASTIAO","SAO PAULO"
"SAO SEPE","RIO GRANDE DO SUL"
"SAO SIMAO","GOIAS"
"SAO SIMAO","SAO PAULO"
"SAO THOME DAS LETRAS","MINAS GERAIS"
"SAO TIAGO","MINAS GERAIS"
"SAO TOMAS DE AQUINO","MINAS GERAIS"
"SAO TOME","PARANA"
"SAO TOME","RIO GRANDE DO NORTE"
"SAO VALENTIM DO SUL","RIO GRANDE DO SUL"
"SAO VALENTIM","RIO GRANDE DO SUL"
"SAO VALERIO DA NATIVIDADE","TOCANTINS"
"SAO VALERIO DO SUL","RIO GRANDE DO SUL"
"SAO VENDELINO","RIO GRANDE DO SUL"
"SAO VICENTE DE MINAS","MINAS GERAIS"
"SAO VICENTE DO SUL","RIO GRANDE DO SUL"
"SAO VICENTE FERRER","MARANHAO"
"SAO VICENTE FERRER","PERNAMBUCO"
"SAO VICENTE","RIO GRANDE DO NORTE"
"SAO VICENTE","SAO PAULO"
"SAPEACU","BAHIA"
"SAPE","PARAIBA"
"SAPEZAL","MATO GROSSO"
"SAPIRANGA","RIO GRANDE DO SUL"
"SAPOPEMA","PARANA"
"SAPUCAIA DO SUL","RIO GRANDE DO SUL"
"SAPUCAIA","PARA"
"SAPUCAIA","RIO DE JANEIRO"
"SAPUCAI-MIRIM","MINAS GERAIS"
"SAQUAREMA","RIO DE JANEIRO"
"SARANDI","PARANA"
"SARANDI","RIO GRANDE DO SUL"
"SARAPUI","SAO PAULO"
"SARDOA","MINAS GERAIS"
"SARUTAIA","SAO PAULO"
"SARZEDO","MINAS GERAIS"
"SATIRO DIAS","BAHIA"
"SATUBA","ALAGOAS"
"SATUBINHA","MARANHAO"
"SAUBARA","BAHIA"
"SAUDADE DO IGUACU","PARANA"
"SAUDADES","SANTA CATARINA"
"SAUDE","BAHIA"
"SCHROEDER","SANTA CATARINA"
"SEABRA","BAHIA"
"SEARA","SANTA CATARINA"
"SEBASTIANOPOLIS DO SUL","SAO PAULO"
"SEBASTIAO BARROS","PIAUI"
"SEBASTIAO LARANJEIRAS","BAHIA"
"SEBASTIAO LEAL","PIAUI"
"SEBERI","RIO GRANDE DO SUL"
"SEDE NOVA","RIO GRANDE DO SUL"
"SEGREDO","RIO GRANDE DO SUL"
"SELBACH","RIO GRANDE DO SUL"
"SELVIRIA","MATO GROSSO DO SUL"
"SEM-PEIXE","MINAS GERAIS"
"SENADOR ALEXANDRE COSTA","MARANHAO"
"SENADOR AMARAL","MINAS GERAIS"
"SENADOR CANEDO","GOIAS"
"SENADOR CORTES","MINAS GERAIS"
"SENADOR ELOI DE SOUZA","RIO GRANDE DO NORTE"
"SENADOR FIRMINO","MINAS GERAIS"
"SENADOR GEORGINO AVELINO","RIO GRANDE DO NORTE"
"SENADOR GUIOMARD","ACRE"
"SENADOR JOSE BENTO","MINAS GERAIS"
"SENADOR JOSE PORFIRIO","PARA"
"SENADOR LA ROCQUE","MARANHAO"
"SENADOR MODESTINO GONCALVES","MINAS GERAIS"
"SENADOR POMPEU","CEARA"
"SENADOR RUI PALMEIRA","ALAGOAS"
"SENADOR SALGADO FILHO","RIO GRANDE DO SUL"
"SENADOR SA","CEARA"
"SENA MADUREIRA","ACRE"
"SENGES","PARANA"
"SENHORA DE OLIVEIRA","MINAS GERAIS"
"SENHORA DO PORTO","MINAS GERAIS"
"SENHORA DOS REMEDIOS","MINAS GERAIS"
"SENHOR DO BONFIM","BAHIA"
"SENTINELA DO SUL","RIO GRANDE DO SUL"
"SENTO SE","BAHIA"
"SERAFINA CORREA","RIO GRANDE DO SUL"
"SERICITA","MINAS GERAIS"
"SERIDO","PARAIBA"
"SERINGUEIRAS","RONDONIA"
"SERIO","RIO GRANDE DO SUL"
"SERITINGA","MINAS GERAIS"
"SEROPEDICA","RIO DE JANEIRO"
"SERRA ALTA","SANTA CATARINA"
"SERRA AZUL DE MINAS","MINAS GERAIS"
"SERRA AZUL","SAO PAULO"
"SERRA BRANCA","PARAIBA"
"SERRA DA RAIZ","PARAIBA"
"SERRA DA SAUDADE","MINAS GERAIS"
"SERRA DE SAO BENTO","RIO GRANDE DO NORTE"
"SERRA DO MEL","RIO GRANDE DO NORTE"
"SERRA DO NAVIO","AMAPA"
"SERRA DO RAMALHO","BAHIA"
"SERRA DOS AIMORES","MINAS GERAIS"
"SERRA DO SALITRE","MINAS GERAIS"
"SERRA DOURADA","BAHIA"
"SERRA GRANDE","PARAIBA"
"SERRANA","SAO PAULO"
"SERRA NEGRA DO NORTE","RIO GRANDE DO NORTE"
"SERRA NEGRA","SAO PAULO"
"SERRANIA","MINAS GERAIS"
"SERRANO DO MARANHAO","MARANHAO"
"SERRANOPOLIS DE MINAS","MINAS GERAIS"
"SERRANOPOLIS DO IGUACU","PARANA"
"SERRANOPOLIS","GOIAS"
"SERRANOS","MINAS GERAIS"
"SERRA NOVA DOURADA","MATO GROSSO"
"SERRA PRETA","BAHIA"
"SERRA REDONDA","PARAIBA"
"SERRARIA","PARAIBA"
"SERRA","ESPIRITO SANTO"
"SERRA TALHADA","PERNAMBUCO"
"SERRINHA DOS PINTOS","RIO GRANDE DO NORTE"
"SERRINHA","BAHIA"
"SERRINHA","RIO GRANDE DO NORTE"
"SERRITA","PERNAMBUCO"
"SERROLANDIA","BAHIA"
"SERRO","MINAS GERAIS"
"SERTANEJA","PARANA"
"SERTANIA","PERNAMBUCO"
"SERTANOPOLIS","PARANA"
"SERTAO SANTANA","RIO GRANDE DO SUL"
"SERTAO","RIO GRANDE DO SUL"
"SERTAOZINHO","PARAIBA"
"SERTAOZINHO","SAO PAULO"
"SETE BARRAS","SAO PAULO"
"SETE DE SETEMBRO","RIO GRANDE DO SUL"
"SETE LAGOAS","MINAS GERAIS"
"SETE QUEDAS","MATO GROSSO DO SUL"
"SETUBINHA","MINAS GERAIS"
"SEVERIANO DE ALMEIDA","RIO GRANDE DO SUL"
"SEVERIANO MELO","RIO GRANDE DO NORTE"
"SEVERINIA","SAO PAULO"
"SIDEROPOLIS","SANTA CATARINA"
"SIDROLANDIA","MATO GROSSO DO SUL"
"SIGEFREDO PACHECO","PIAUI"
"SILVA JARDIM","RIO DE JANEIRO"
"SILVANIA","GOIAS"
"SILVANOPOLIS","TOCANTINS"
"SILVEIRA MARTINS","RIO GRANDE DO SUL"
"SILVEIRANIA","MINAS GERAIS"
"SILVEIRAS","SAO PAULO"
"SILVES","AMAZONAS"
"SILVIANOPOLIS","MINAS GERAIS"
"SIMAO DIAS","SERGIPE"
"SIMAO PEREIRA","MINAS GERAIS"
"SIMOES FILHO","BAHIA"
"SIMOES","PIAUI"
"SIMOLANDIA","GOIAS"
"SIMONESIA","MINAS GERAIS"
"SIMPLICIO MENDES","PIAUI"
"SINIMBU","RIO GRANDE DO SUL"
"SINOP","MATO GROSSO"
"SIQUEIRA CAMPOS","PARANA"
"SIRINHAEM","PERNAMBUCO"
"SIRIRI","SERGIPE"
"SITIO D""ABADIA","GOIAS"
"SITIO DO MATO","BAHIA"
"SITIO DO QUINTO","BAHIA"
"SITIO NOVO DO TOCANTINS","TOCANTINS"
"SITIO NOVO","MARANHAO"
"SITIO NOVO","RIO GRANDE DO NORTE"
"SOBRADINHO","BAHIA"
"SOBRADINHO","RIO GRANDE DO SUL"
"SOBRADO","PARAIBA"
"SOBRALIA","MINAS GERAIS"
"SOBRAL","CEARA"
"SOCORRO DO PIAUI","PIAUI"
"SOCORRO","SAO PAULO"
"SOLANEA","PARAIBA"
"SOLEDADE DE MINAS","MINAS GERAIS"
"SOLEDADE","PARAIBA"
"SOLEDADE","RIO GRANDE DO SUL"
"SOLIDAO","PERNAMBUCO"
"SOLONOPOLE","CEARA"
"SOMBRIO","SANTA CATARINA"
"SONORA","MATO GROSSO DO SUL"
"SOORETAMA","ESPIRITO SANTO"
"SOROCABA","SAO PAULO"
"SORRISO","MATO GROSSO"
"SOSSEGO","PARAIBA"
"SOURE","PARA"
"SOUSA","PARAIBA"
"SOUTO SOARES","BAHIA"
"SUCUPIRA DO NORTE","MARANHAO"
"SUCUPIRA DO RIACHAO","MARANHAO"
"SUCUPIRA","TOCANTINS"
"SUD MENNUCCI","SAO PAULO"
"SUL BRASIL","SANTA CATARINA"
"SULINA","PARANA"
"SUMARE","SAO PAULO"
"SUME","PARAIBA"
"SUMIDOURO","RIO DE JANEIRO"
"SURUBIM","PERNAMBUCO"
"SUSSUAPARA","PIAUI"
"SUZANAPOLIS","SAO PAULO"
"SUZANO","SAO PAULO"
"TABAI","RIO GRANDE DO SUL"
"TABAPORA","MATO GROSSO"
"TABAPUA","SAO PAULO"
"TABATINGA","AMAZONAS"
"TABATINGA","SAO PAULO"
"TABIRA","PERNAMBUCO"
"TABOAO DA SERRA","SAO PAULO"
"TABOCAS DO BREJO VELHO","BAHIA"
"TABOLEIRO GRANDE","RIO GRANDE DO NORTE"
"TABULEIRO DO NORTE","CEARA"
"TABULEIRO","MINAS GERAIS"
"TACAIMBO","PERNAMBUCO"
"TACARATU","PERNAMBUCO"
"TACIBA","SAO PAULO"
"TACURU","MATO GROSSO DO SUL"
"TAGUAI","SAO PAULO"
"TAGUATINGA","TOCANTINS"
"TAIACU","SAO PAULO"
"TAILANDIA","PARA"
"TAIOBEIRAS","MINAS GERAIS"
"TAIO","SANTA CATARINA"
"TAIPAS DO TOCANTINS","TOCANTINS"
"TAIPU","RIO GRANDE DO NORTE"
"TAIUVA","SAO PAULO"
"TALISMA","TOCANTINS"
"TAMANDARE","PERNAMBUCO"
"TAMARANA","PARANA"
"TAMBAU","SAO PAULO"
"TAMBOARA","PARANA"
"TAMBORIL DO PIAUI","PIAUI"
"TAMBORIL","CEARA"
"TANABI","SAO PAULO"
"TANGARA DA SERRA","MATO GROSSO"
"TANGARA","RIO GRANDE DO NORTE"
"TANGARA","SANTA CATARINA"
"TANGUA","RIO DE JANEIRO"
"TANHACU","BAHIA"
"TANQUE D""ARCA","ALAGOAS"
"TANQUE DO PIAUI","PIAUI"
"TANQUE NOVO","BAHIA"
"TANQUINHO","BAHIA"
"TAPARUBA","MINAS GERAIS"
"TAPAUA","AMAZONAS"
"TAPEJARA","PARANA"
"TAPEJARA","RIO GRANDE DO SUL"
"TAPERA","RIO GRANDE DO SUL"
"TAPEROA","BAHIA"
"TAPEROA","PARAIBA"
"TAPES","RIO GRANDE DO SUL"
"TAPIRAI","MINAS GERAIS"
"TAPIRAI","SAO PAULO"
"TAPIRAMUTA","BAHIA"
"TAPIRA","MINAS GERAIS"
"TAPIRA","PARANA"
"TAPIRATIBA","SAO PAULO"
"TAPURAH","MATO GROSSO"
"TAQUARACU DE MINAS","MINAS GERAIS"
"TAQUARAL DE GOIAS","GOIAS"
"TAQUARAL","SAO PAULO"
"TAQUARANA","ALAGOAS"
"TAQUARA","RIO GRANDE DO SUL"
"TAQUARI","RIO GRANDE DO SUL"
"TAQUARITINGA DO NORTE","PERNAMBUCO"
"TAQUARITINGA","SAO PAULO"
"TAQUARITUBA","SAO PAULO"
"TAQUARIVAI","SAO PAULO"
"TAQUARUCU DO SUL","RIO GRANDE DO SUL"
"TAQUARUSSU","MATO GROSSO DO SUL"
"TARABAI","SAO PAULO"
"TARAUACA","ACRE"
"TARRAFAS","CEARA"
"TARTARUGALZINHO","AMAPA"
"TARUMA","SAO PAULO"
"TARUMIRIM","MINAS GERAIS"
"TASSO FRAGOSO","MARANHAO"
"TATUI","SAO PAULO"
"TAUA","CEARA"
"TAUBATE","SAO PAULO"
"TAVARES","PARAIBA"
"TAVARES","RIO GRANDE DO SUL"
"TEFE","AMAZONAS"
"TEIXEIRA DE FREITAS","BAHIA"
"TEIXEIRA","PARAIBA"
"TEIXEIRA SOARES","PARANA"
"TEIXEIRAS","MINAS GERAIS"
"TEIXEIROPOLIS","RONDONIA"
"TEJUCUOCA","CEARA"
"TEJUPA","SAO PAULO"
"TELEMACO BORBA","PARANA"
"TELHA","SERGIPE"
"TENENTE ANANIAS","RIO GRANDE DO NORTE"
"TENENTE LAURENTINO CRUZ","RIO GRANDE DO NORTE"
"TENENTE PORTELA","RIO GRANDE DO SUL"
"TENORIO","PARAIBA"
"TEODORO SAMPAIO","BAHIA"
"TEODORO SAMPAIO","SAO PAULO"
"TEOFILANDIA","BAHIA"
"TEOFILO OTONI","MINAS GERAIS"
"TEOLANDIA","BAHIA"
"TEOTONIO VILELA","ALAGOAS"
"TERENOS","MATO GROSSO DO SUL"
"TERESINA DE GOIAS","GOIAS"
"TERESINA","PIAUI"
"TERESOPOLIS","RIO DE JANEIRO"
"TEREZINHA","PERNAMBUCO"
"TEREZOPOLIS DE GOIAS","GOIAS"
"TERRA ALTA","PARA"
"TERRA BOA","PARANA"
"TERRA DE AREIA","RIO GRANDE DO SUL"
"TERRA NOVA DO NORTE","MATO GROSSO"
"TERRA NOVA","BAHIA"
"TERRA NOVA","PERNAMBUCO"
"TERRA RICA","PARANA"
"TERRA ROXA","PARANA"
"TERRA ROXA","SAO PAULO"
"TERRA SANTA","PARA"
"TESOURO","MATO GROSSO"
"TEUTONIA","RIO GRANDE DO SUL"
"THEOBROMA","RONDONIA"
"TIANGUA","CEARA"
"TIBAGI","PARANA"
"TIBAU DO SUL","RIO GRANDE DO NORTE"
"TIBAU","RIO GRANDE DO NORTE"
"TIETE","SAO PAULO"
"TIGRINHOS","SANTA CATARINA"
"TIJUCAS DO SUL","PARANA"
"TIJUCAS","SANTA CATARINA"
"TIMBAUBA DOS BATISTAS","RIO GRANDE DO NORTE"
"TIMBAUBA","PERNAMBUCO"
"TIMBE DO SUL","SANTA CATARINA"
"TIMBIRAS","MARANHAO"
"TIMBO GRANDE","SANTA CATARINA"
"TIMBO","SANTA CATARINA"
"TIMBURI","SAO PAULO"
"TIMON","MARANHAO"
"TIMOTEO","MINAS GERAIS"
"TIO HUGO","RIO GRANDE DO SUL"
"TIRADENTES DO SUL","RIO GRANDE DO SUL"
"TIRADENTES","MINAS GERAIS"
"TIROS","MINAS GERAIS"
"TOBIAS BARRETO","SERGIPE"
"TOCANTINIA","TOCANTINS"
"TOCANTINOPOLIS","TOCANTINS"
"TOCANTINS","MINAS GERAIS"
"TOCOS DO MOJI","MINAS GERAIS"
"TOLEDO","MINAS GERAIS"
"TOLEDO","PARANA"
"TOMAR DO GERU","SERGIPE"
"TOMAZINA","PARANA"
"TOMBOS","MINAS GERAIS"
"TOME-ACU","PARA"
"TONANTINS","AMAZONAS"
"TORITAMA","PERNAMBUCO"
"TORIXOREU","MATO GROSSO"
"TOROPI","RIO GRANDE DO SUL"
"TORRE DE PEDRA","SAO PAULO"
"TORRES","RIO GRANDE DO SUL"
"TORRINHA","SAO PAULO"
"TOUROS","RIO GRANDE DO NORTE"
"TRABIJU","SAO PAULO"
"TRACUATEUA","PARA"
"TRACUNHAEM","PERNAMBUCO"
"TRAIPU","ALAGOAS"
"TRAIRAO","PARA"
"TRAIRI","CEARA"
"TRAJANO DE MORAES","RIO DE JANEIRO"
"TRAMANDAI","RIO GRANDE DO SUL"
"TRAVESSEIRO","RIO GRANDE DO SUL"
"TREMEDAL","BAHIA"
"TREMEMBE","SAO PAULO"
"TRES ARROIOS","RIO GRANDE DO SUL"
"TRES BARRAS DO PARANA","PARANA"
"TRES BARRAS","SANTA CATARINA"
"TRES CACHOEIRAS","RIO GRANDE DO SUL"
"TRES CORACOES","MINAS GERAIS"
"TRES COROAS","RIO GRANDE DO SUL"
"TRES DE MAIO","RIO GRANDE DO SUL"
"TRES FORQUILHAS","RIO GRANDE DO SUL"
"TRES FRONTEIRAS","SAO PAULO"
"TRES LAGOAS","MATO GROSSO DO SUL"
"TRES MARIAS","MINAS GERAIS"
"TRES PALMEIRAS","RIO GRANDE DO SUL"
"TRES PASSOS","RIO GRANDE DO SUL"
"TRES PONTAS","MINAS GERAIS"
"TRES RANCHOS","GOIAS"
"TRES RIOS","RIO DE JANEIRO"
"TREVISO","SANTA CATARINA"
"TREZE DE MAIO","SANTA CATARINA"
"TREZE TILIAS","SANTA CATARINA"
"TRINDADE DO SUL","RIO GRANDE DO SUL"
"TRINDADE","GOIAS"
"TRINDADE","PERNAMBUCO"
"TRIUNFO POTIGUAR","RIO GRANDE DO NORTE"
"TRIUNFO","PARAIBA"
"TRIUNFO","PERNAMBUCO"
"TRIUNFO","RIO GRANDE DO SUL"
"TRIZIDELA DO VALE","MARANHAO"
"TROMBAS","GOIAS"
"TROMBUDO CENTRAL","SANTA CATARINA"
"TUBARAO","SANTA CATARINA"
"TUCANO","BAHIA"
"TUCUMA","PARA"
"TUCUNDUVA","RIO GRANDE DO SUL"
"TUCURUI","PARA"
"TUFILANDIA","MARANHAO"
"TUIUTI","SAO PAULO"
"TUMIRITINGA","MINAS GERAIS"
"TUNAPOLIS","SANTA CATARINA"
"TUNAS DO PARANA","PARANA"
"TUNAS","RIO GRANDE DO SUL"
"TUNEIRAS DO OESTE","PARANA"
"TUNTUM","MARANHAO"
"TUPACIGUARA","MINAS GERAIS"
"TUPANATINGA","PERNAMBUCO"
"TUPANCI DO SUL","RIO GRANDE DO SUL"
"TUPANCIRETA","RIO GRANDE DO SUL"
"TUPANDI","RIO GRANDE DO SUL"
"TUPARENDI","RIO GRANDE DO SUL"
"TUPARETAMA","PERNAMBUCO"
"TUPA","SAO PAULO"
"TUPASSI","PARANA"
"TUPI PAULISTA","SAO PAULO"
"TUPIRAMA","TOCANTINS"
"TUPIRATINS","TOCANTINS"
"TURIACU","MARANHAO"
"TURILANDIA","MARANHAO"
"TURIUBA","SAO PAULO"
"TURMALINA","MINAS GERAIS"
"TURMALINA","SAO PAULO"
"TURUCU","RIO GRANDE DO SUL"
"TURURU","CEARA"
"TURVANIA","GOIAS"
"TURVELANDIA","GOIAS"
"TURVOLANDIA","MINAS GERAIS"
"TURVO","PARANA"
"TURVO","SANTA CATARINA"
"TUTOIA","MARANHAO"
"UARINI","AMAZONAS"
"UAUA","BAHIA"
"UBAIRA","BAHIA"
"UBAI","MINAS GERAIS"
"UBAITABA","BAHIA"
"UBAJARA","CEARA"
"UBAPORANGA","MINAS GERAIS"
"UBARANA","SAO PAULO"
"UBA","MINAS GERAIS"
"UBATA","BAHIA"
"UBATUBA","SAO PAULO"
"UBERABA","MINAS GERAIS"
"UBERLANDIA","MINAS GERAIS"
"UBIRAJARA","SAO PAULO"
"UBIRATA","PARANA"
"UBIRETAMA","RIO GRANDE DO SUL"
"UCHOA","SAO PAULO"
"UIBAI","BAHIA"
"UIRAMUTA","RORAIMA"
"UIRAPURU","GOIAS"
"UIRAUNA","PARAIBA"
"ULIANOPOLIS","PARA"
"UMARI","CEARA"
"UMARIZAL","RIO GRANDE DO NORTE"
"UMBAUBA","SERGIPE"
"UMBURANAS","BAHIA"
"UMBURATIBA","MINAS GERAIS"
"UMBUZEIRO","PARAIBA"
"UMIRIM","CEARA"
"UMUARAMA","PARANA"
"UNAI","MINAS GERAIS"
"UNA","BAHIA"
"UNIAO DA SERRA","RIO GRANDE DO SUL"
"UNIAO DA VITORIA","PARANA"
"UNIAO DE MINAS","MINAS GERAIS"
"UNIAO DO OESTE","SANTA CATARINA"
"UNIAO DOS PALMARES","ALAGOAS"
"UNIAO DO SUL","MATO GROSSO"
"UNIAO PAULISTA","SAO PAULO"
"UNIAO","PIAUI"
